Date,Open,High,Low,Close,Volume
2020-02-17,173.79082635361686,176.19136806915617,173.56606529423777,173.9626167280838,6557821
2020-02-18,170.08575509263832,170.7798763271583,170.2252706322129,170.61691349092868,36040051
2020-02-19,172.92931684354576,175.16535841810403,172.4764125411883,173.0775110565569,28817637
2020-02-20,169.6836174036065,169.8395132479243,168.1993814997704,169.17583282869373,17899242
2020-02-24,163.43260984742017,163.76162620004996,163.22779804276283,163.54665162574932,10670115
2020-02-25,159.35188126467833,159.48118123858052,159.3372501843058,159.46326881505723,46153952
2020-02-26,159.73422273398646,160.27429062636244,159.75982091621452,159.83704112380303,11993292
2020-02-27,162.42188253375986,162.70503702057675,161.41364096941,161.75005433539607,1562167
2020-02-28,162.1411193042757,162.9200562477478,161.25122256275597,162.0173589577499,12508320
2020-03-02,161.5721842139086,162.0107700654736,160.9423820311139,161.43333809665532,26477565
2020-03-03,160.6310772575043,160.87639541478117,159.2450805183599,160.30076680209467,48093980
2020-03-04,155.84453833439954,156.11165303914078,155.16573598335142,155.77014589012245,47140970
2020-03-05,153.4098897171309,153.50446491556778,152.72026167398866,153.48941016947302,19436016
2020-03-06,151.89624342559094,152.46714269695914,151.38423153774863,151.9559164681231,10932579
2020-03-09,154.56775112846165,155.04733119551864,153.45613799244182,154.58988878992173,36362169
2020-03-10,155.27638122261865,155.56283281773125,154.89863301519668,155.28794155159378,4751531
2020-03-11,150.32598564174313,150.53805003583085,149.37553150895147,150.10754027968275,42474142
2020-03-12,150.76442581533314,150.82553781235936,150.3601127733944,150.74876425914556,12233080
2020-03-13,149.69981375909052,150.6385262570129,148.7495060201958,149.48078253497317,15209920
2020-03-16,147.4293245347785,148.36667943265982,147.06817060003627,147.45312835927345,17921670
2020-03-17,148.91369781518046,149.98278303560613,148.06865322506053,148.89028178389185,34034169
2020-03-18,150.87948781360407,151.60967608737053,151.23433437082915,151.4848822042376,14019354
2020-03-19,154.15692963627222,153.914081630595,153.27466449121593,153.87492992280986,25458772
2020-03-20,151.52824191964444,151.55454889858524,150.41590878191792,151.4233090565036,34808475
2020-03-23,150.78146647301892,150.66465488013827,149.5806327697001,150.48110314844894,22614718
2020-03-24,150.43017800207267,151.47548314197743,150.63051134681498,151.30662324473042,45503119
2020-03-25,154.5626184730092,155.06633123676087,153.23251820138785,153.91973431359503,39369079
2020-03-26,152.53473791890045,153.7986426535292,151.18154147941908,152.5773343456329,40185645
2020-03-27,152.4199027825222,152.71283248866675,151.77130013565426,152.08283162107568,39478806
2020-03-30,148.78977478394248,149.17685082921665,148.568838747454,149.09987447033322,16601011
2020-03-31,146.14280466586453,147.16315029657562,144.29872468650711,145.9639189046936,2845733
2020-04-01,147.8881095192275,148.33065102891703,147.74266907331074,148.20034261398197,25682651
2020-04-02,151.76051912643103,153.21238526139126,150.78383515449175,151.9500826166539,10402999
2020-04-03,152.49830492575796,151.93262308753336,150.4887329023287,151.91675804958854,16025940
2020-04-06,154.79274999701656,155.030427283263,154.29998130424522,154.85180502490593,8321105
2020-04-07,156.14859682429477,157.0641598004624,154.61110543754458,156.080722664341,6584581
2020-04-08,154.7846451204238,154.991954533159,154.2281209356392,154.51576675535085,48869970
2020-04-09,155.94293372551098,156.08074704811958,155.4478488523916,155.78849065916233,26239392
2020-04-10,160.44003092598382,160.6465734623394,160.2432758454866,160.3917790143971,41810732
2020-04-13,160.72316121736588,161.63512939109137,160.26428657051642,160.60593141390422,35751874
2020-04-14,166.2585431217045,165.9245762131558,165.27928556214934,165.46318950482623,35753961
2020-04-15,158.0001846300332,158.8965482979875,157.0079726779512,158.0183942896095,2790228
2020-04-16,160.7724237012483,160.90586352312988,159.94256404362278,160.7077873355826,8052514
2020-04-17,161.66332902003592,161.72621323851936,160.778257814258,161.3243367728092,20100392
2020-04-20,161.1818067264977,161.74304088398395,160.2048921738626,160.8262116311824,44172391
2020-04-21,161.84496736560894,162.73763114474946,160.7914269388171,161.4616476277692,49325784
2020-04-22,156.25336537344427,156.8460601540118,155.3514584822353,156.05401254528107,9860286
2020-04-23,155.43192630824677,156.41966893296754,155.43658175847906,155.78805934259344,45925925
2020-04-24,157.64488430432482,158.11958285965167,156.20173601136372,157.13155702439838,7017004
2020-04-27,161.27457501285645,161.8343183299664,160.69305429665306,161.64517742173862,38763126
2020-04-28,160.5628079832437,160.8398553449791,159.1280214931693,160.46568277012364,17995763
2020-04-29,158.200146579261,159.22132250223999,157.23245700342443,158.4391602437995,26717419
2020-04-30,157.27314097012922,157.35305097941236,156.71477591298893,157.29331803682723,38976172
2020-05-01,160.2515388684254,160.40235063062627,158.71949677435882,160.14623874152602,45265313
2020-05-04,161.43903774470866,161.45776483046473,159.99898580483722,161.33534519014066,28250644
2020-05-05,160.14858091407854,160.68172575701462,159.59396078154236,160.01355483459116,15931127
2020-05-06,162.20055453609098,163.36791892945038,161.08433418004608,161.6787488979631,42907567
2020-05-07,162.26741837358787,163.4235370365976,161.53553162819438,162.12036408141816,31955478
2020-05-08,164.99506775906673,165.22815728260528,164.208912937966,165.07567640250426,10811141
2020-05-11,163.40281437722288,164.73848461600664,162.4706584268034,163.08835160306725,30005170
2020-05-12,162.57749922049658,162.19716923672647,161.08020722040806,162.19165484651703,38413236
2020-05-13,160.6839184371506,161.2324599769939,160.51948876445684,161.0794031053701,36879884
2020-05-14,157.02374168787927,157.11665577430549,156.6138412113056,156.8363535906991,15783984
2020-05-15,157.86303557716568,157.78415357423543,156.86331559303923,157.64196707644913,15368342
2020-05-18,158.22796320136086,159.4089468604111,157.65180853275135,158.3221850094229,27559312
2020-05-19,158.6822697336447,159.9969682371544,157.2581257625516,158.24686714700596,1928252
2020-05-20,157.4138461755128,158.6683828140471,156.8475162466738,157.46110201170708,1600338
2020-05-21,153.34510726345496,154.3981140396925,153.27669411423994,153.30660386424088,47684370
2020-05-22,151.93065915227302,152.185900655912,151.66569090411394,151.98326719490112,34628663
2020-05-25,150.8680907022443,151.187176428489,149.3352888693731,150.8633900863794,33992373
2020-05-26,148.1594879083954,148.92200563300747,147.69002095962875,148.4850488280085,23323902
2020-05-27,147.41553929523604,149.02268159953297,146.42840362122976,147.84133739202667,4526185
2020-05-28,149.16558926248592,149.0350163764514,147.73944712067689,148.69141084757686,33733225
2020-05-29,153.24237334167296,155.05607640399947,153.35696650039398,153.5023945317584,21922682
2020-06-01,153.4266872601752,154.77931768140138,152.95712434888605,153.73150373351888,28015955
2020-06-02,153.52118938794248,154.33148074005828,153.21777858429797,154.1852312934043,30854024
2020-06-03,153.52016189924217,154.22538820195817,153.57463462315695,153.7165999539531,37147482
2020-06-04,147.75507178787234,148.46256537138723,147.4523482940768,148.14709560811647,33779182
2020-06-05,148.3145188164835,147.84319674270355,147.8198049405509,147.82904375457656,13411137
2020-06-08,148.04745179881922,148.2229481778453,145.63003358992088,147.74905276199271,4600957
2020-06-09,153.85721082378,154.4450870486495,152.78385721216816,154.06925644779164,24231075
2020-06-10,153.99844105095514,154.6909123316627,152.49625229775117,153.3078090542498,44023172
2020-06-11,154.23061157136985,154.0752959980989,153.7953730046237,153.92836845213938,48444390
2020-06-12,153.53786592489055,154.190588301234,153.04469850100588,153.63767860429073,34510865
2020-06-15,149.48086733385122,151.20330194503958,149.90035606810443,150.23184801280968,27891636
2020-06-16,153.87600060006991,153.90668088763255,152.61267115201977,153.1741741270119,12674357
2020-06-17,154.68963218767837,155.48713523864785,154.94312474920076,155.12073519297493,30936378
2020-06-18,156.71019124834368,158.39431539783808,155.76702853664045,157.22759542534348,11051526
2020-06-19,154.89509967090365,154.85381563013146,154.11271704696972,154.57896391508316,9905808
2020-06-22,159.21047248775443,158.68537701170249,158.20117932065497,158.43737654638815,33708134
2020-06-23,154.85174986336534,154.42476648541484,153.93109637468325,154.4242193645931,14867431
2020-06-24,156.2470641015787,157.04680653543124,155.24533617091922,156.07104433102998,38932419
2020-06-25,162.46448950987818,162.76194413350171,161.97319513942614,162.27146619178626,38394405
2020-06-26,159.7313875548178,160.16269829914043,159.34114648515634,159.45921760023586,19141080
2020-06-29,158.1845604345933,158.30184938883832,157.24902184007442,157.94482275140362,42090756
2020-06-30,158.45768961411665,158.74082546038622,157.80465869722534,158.36862581530647,47669469
2020-07-01,157.13668352686452,157.31279530913812,156.1717392793806,157.1039427183316,6421251
2020-07-02,152.8971259580146,153.25017673628952,151.81807371700495,152.91626897317812,41782551
2020-07-03,153.0919441109553,153.3738428564106,153.14060535001775,153.3231445542505,37554696
2020-07-06,150.54992781517097,152.21593907492618,150.59983850627734,150.63448650732946,26938115
2020-07-07,151.66418718447378,152.36741485152882,151.4911350637725,152.1794536706182,43976919
2020-07-08,149.91505930238844,150.21320604933695,149.06530779583406,149.94455028461823,33083981
2020-07-09,154.1193983621128,154.9247065038622,153.910940132893,154.42472418021038,26383992
2020-07-10,152.2319754661099,153.13642397900688,151.08787657339366,152.5687218893466,9446731
2020-07-13,152.06877257956407,152.15182282145335,151.34649232065675,152.01407969190495,36763409
2020-07-14,155.00868487384258,155.08023309907472,154.2861789097614,154.5783380738064,35771741
2020-07-15,151.78266019588438,152.505319066609,151.32907679843225,151.50440217907737,29033367
2020-07-16,151.9934005658748,153.55456708702113,151.97945750904134,152.4723162954304,21147914
2020-07-17,156.1007871503343,156.8799256835504,156.24170007541454,156.41036334316547,41870096
2020-07-20,152.52844254049796,153.66282158867006,151.57748609953094,152.24199277967992,22910144
2020-07-21,152.78965886288154,153.86168155267907,152.41580229322273,153.0904777918841,14782350
2020-07-22,154.07353153878714,154.67043642873807,153.58699363902204,154.14278269643995,43658043
2020-07-23,156.8115714815399,157.258466995111,155.92162953423644,156.63925198285426,23637832
2020-07-24,153.1727367176287,154.9817190610285,152.42986152340467,153.46996028769416,3275598
2020-07-27,150.14914724843672,150.7874822798146,149.2391732501152,150.11750983127703,5892571
2020-07-28,151.3929970752005,152.7172692783997,151.69607218467186,151.7980018843833,34150651
2020-07-29,152.67765731843912,153.42003778050633,152.80067200289656,152.86150924977585,43333548
2020-07-30,153.8795503798728,153.79217212965966,153.3551791447585,153.7811974823415,11157715
2020-07-31,154.45303744048297,155.6857444754824,154.27910545402491,154.94669567095352,17813376
2020-08-03,153.36600966605914,153.5428738273434,153.2080121074674,153.2310208785214,1019156
2020-08-04,154.01634953457094,154.55094093196817,152.36482247237043,154.02239885636882,25193456
2020-08-05,155.12835748411095,155.03917846971197,154.27806769546095,154.95713296545355,3570348
2020-08-06,153.12586456691363,153.50456459809462,151.862331323574,153.05732117184874,20339904
2020-08-07,158.69053935768278,159.82271022820808,157.06911817161415,158.2587649982192,7964745
2020-08-10,159.68023510559075,160.8888329990028,159.37675108572583,159.64025336293082,47597166
2020-08-11,156.08315812536497,157.48050235633275,156.05198904791314,156.21731929041104,13540282
2020-08-12,158.07191387875838,158.11571827753193,157.53724555551952,158.03325973263568,40028538
2020-08-13,155.36863010419793,155.8974467847953,154.9764722540625,155.1999904064094,33953277
2020-08-14,157.32604473335604,158.357034966588,156.19492171432495,157.31067231233172,44757670
2020-08-17,160.48750882084946,160.62622594243922,158.47833194527252,160.47448095969503,48647611
2020-08-18,157.73648789281907,158.68616989589765,156.9497225182306,157.95825866202142,35436241
2020-08-19,160.31705540399903,160.63226345064996,160.25857186693287,160.52988622174053,5499311
2020-08-20,161.0769409130591,162.75055154327455,160.55521532264868,161.530066759441,7356895
2020-08-21,164.27922856635004,164.89422846630876,162.82621718881092,163.70639476436858,38362714
2020-08-24,168.64068923387063,169.07148628824882,167.64420177462233,169.06126742402543,17455387
2020-08-25,167.8241486702542,169.10941156884292,167.26254841269642,168.05704386869988,18422865
2020-08-26,165.2709717411125,165.80969849830592,164.55432899395123,165.50877715716285,29804060
2020-08-27,162.87671134399054,163.30668358702806,161.66115207028497,162.5857075179893,42972817
2020-08-28,159.82999248011643,160.26078198389422,159.653617528018,159.9243317405123,37956587
2020-08-31,159.82846844713805,161.50656892608117,158.6829416400621,159.43061188290122,22392181
2020-09-01,159.92378777520693,160.29878994545152,159.96604160067076,160.13949266897438,17975326
2020-09-02,160.7593373336589,161.0205387538617,159.84564871950852,160.66968552504326,17077985
2020-09-03,162.52882590125256,163.12991384612212,161.90474315439516,162.80081626552393,28540987
2020-09-04,163.28220013106363,163.58925959182818,161.72185022764955,162.5846634331577,21509733
2020-09-07,166.202179329365,167.49005846532017,166.15472656221945,166.59788209213758,17554494
2020-09-08,165.67692226546833,166.13745716964928,165.27491662371284,165.5743255551906,14273480
2020-09-09,173.69200380128143,174.50645258778613,171.94453338875635,173.47211856481604,34007610
2020-09-10,175.37445901626938,176.78774397526547,175.22916462510827,175.22943944848794,42318893
2020-09-11,172.2892815450907,172.6286163666152,171.33465271873703,172.35315136892538,26113778
2020-09-14,168.84453638003404,169.31413738870842,168.50883217690753,168.88838679713575,22531170
2020-09-15,170.2591393091636,170.3136158295308,168.46853472412369,170.24422200923928,15930513
2020-09-16,169.42843196512607,169.77287727787547,168.61836088948917,169.47825925181112,19476763
2020-09-17,171.9381470796955,172.02538960109538,171.29718133626545,171.6073296370433,12266205
2020-09-18,173.8176775087637,173.63726919873795,172.69226862900828,173.05260398557294,22177347
2020-09-21,172.65048329397914,172.87271568860072,172.79661518970633,172.84320062286255,41048806
2020-09-22,169.79408116916474,171.1861032637618,169.42429029518684,170.26052792608044,46052863
2020-09-23,165.67371744902815,166.60259691407046,164.77349872553566,165.7029746450673,26508248
2020-09-24,165.33520793718475,165.045291791467,162.57847543881522,164.4865529440879,37494539
2020-09-25,166.89975690473835,168.12866559611888,167.00452001151453,167.168454976401,19827457
2020-09-28,168.5434078481269,168.55236671235096,167.23330425685455,167.99268857007303,45964074
2020-09-29,164.98857418184593,164.81715781136268,163.1632918642073,164.43682259956705,5934349
2020-09-30,165.0011187010419,166.60938489847905,164.97093901767184,165.18400654852886,2156245
2020-10-01,166.78116263865647,167.15596990413295,165.67210365766422,166.59158705032397,5926622
2020-10-02,164.7645636637137,165.21024263508644,163.83951819529335,164.22970148109525,34713430
2020-10-05,164.86509767671697,165.79961590002438,164.98821935116186,164.99020240216058,44619119
2020-10-06,165.42238025498148,165.87403193764737,165.00216906069272,165.4897611853322,10011603
2020-10-07,162.2402756135267,162.80450058827813,161.5422430487463,162.42923959060082,21540069
2020-10-08,163.49395494132727,164.4681433152853,163.14267121000753,163.82644291254923,11391619
2020-10-09,165.62932301811827,166.05326340558804,165.08696065597618,165.8446814734169,40738830
2020-10-12,169.03941065349645,169.96046742903536,168.1445621932485,169.45421432606892,49480343
2020-10-13,173.0690897259072,174.2880503295331,171.68162679152985,173.0572929404053,42760768
2020-10-14,168.90323087693827,170.63452777122578,168.6781738141274,169.16373397058481,14457080
2020-10-15,166.77249880705813,167.51040867533635,165.52803308133673,166.6945571290002,5461918
2020-10-16,168.09026564820263,168.68688978923387,167.48344612860456,168.61496021316356,29539019
2020-10-19,170.65744978999152,171.23381685386389,169.37992051900008,170.54459012282598,48331945
2020-10-21,184.06325361317914,185.28294225642338,184.33556570084,184.8001388603753,35510443
2020-10-22,187.19462110236194,187.4459997690972,185.37459451438536,187.05468303614109,21435121
2020-10-23,191.68422808063178,192.55476277923674,190.53966783875487,191.21473128761994,30190953
2020-10-26,194.3444449700262,195.44934888006298,194.5793685509735,194.81575923694714,27432395
2020-10-27,198.05399871990025,198.8771810778177,196.3806942382125,197.3936882552766,21888209
2020-10-28,196.70329034099217,197.5723250095472,195.3298706842889,196.53858353584138,31978633
2020-10-30,196.85284409853116,197.2527744938088,195.27178102011152,196.8748031509027,2717355
2020-11-02,196.41087944668567,196.4372372670487,195.91283143843313,196.1918011215212,22825552
2020-11-03,194.62468268130277,196.53683772242965,193.04750472317835,194.5951021274945,32036611
2020-11-04,195.1697330778916,197.99120505389047,194.29784063267564,194.95966170583296,41403261
2020-11-05,202.74746747634055,203.73767709326754,202.9823510145203,203.1214846505502,12631400
2020-11-06,196.36129281573807,196.47460623776593,195.78502947260935,196.294803516383,27613746
2020-11-09,198.1198270594551,199.21256728131394,198.34292454651995,198.68158513379854,26298938
2020-11-10,192.7948812059036,193.69364588049834,192.42480018203878,192.8377783790403,45896758
2020-11-11,190.74472234971333,191.39656026247323,191.01645885107277,191.09017809408957,22463158
2020-11-12,194.40739635604768,196.4413852257009,194.1157455936264,194.69380259894405,34357473
2020-11-13,195.22380478817612,194.96638798989588,194.58108810753342,194.7423653706581,7849221
2020-11-16,191.17433721205424,191.23272731643036,190.6830389936122,190.7579849728841,34144305
2020-11-17,188.30218571114227,188.69927283110405,186.0712730859768,188.07306076948151,11276325
2020-11-18,189.70937653887626,190.5254980712379,189.68918243242598,190.12472787314775,10072684
2020-11-19,187.23440585218705,188.13885593040547,186.43519758880913,187.35296597520693,23360377
2020-11-20,188.25323374639297,188.3771934083272,186.7146347859305,187.79760007297267,34693565
2020-11-23,187.7051383814562,188.1757835388416,186.0687841729628,187.65195147065432,21586913
2020-11-24,186.00022734932185,186.15984000442108,183.48080040629986,185.14141942303786,10851205
2020-11-25,192.12535790056202,192.3962088343825,190.67328830573442,191.9743440321343,1270001
2020-11-26,193.9130914565488,194.59357833418332,193.1514600930215,193.83863837806453,48852900
2020-11-27,186.3290148560372,186.87102651388244,184.62341087372437,186.4442808497713,31941169
2020-11-30,186.8086105785207,188.3223611260192,186.26766761486343,186.75873071876836,2399298
2020-12-01,184.1743229808946,184.23565695673403,184.06676721324632,184.23050216993892,38701845
2020-12-02,187.03408294380097,187.39407960774068,186.39558793327058,186.76957662829707,23634325
2020-12-03,184.18060681661674,184.83229848939806,183.708399985207,183.82886780916326,1782409
2020-12-04,182.90754128128793,183.55009543631584,183.12458430278318,183.19552077837608,42430578
2020-12-07,184.13765969257062,185.2713117181166,183.52579789116058,184.6292287194933,44660866
2020-12-08,186.60963122611778,188.09263780928646,185.93868919284418,187.29746444729128,28607548
2020-12-09,183.25223631098953,183.33532130751252,181.41206067215015,183.0662441823993,18490607
2020-12-10,181.41145629881444,181.87775660765524,180.28302501696862,181.81266835249346,6755536
2020-12-14,178.07294675485218,178.25230290194582,177.68572375269258,177.93466354833356,18114380
2020-12-15,184.45270697469257,184.35468262881196,182.65244402879625,183.5375887344013,12562817
2020-12-16,184.85559956990772,185.38949987705607,184.3901855741896,184.85784408114546,3763779
2020-12-17,180.9839710866212,181.1332762766255,180.0230477809974,180.68097242961883,37412646
2020-12-18,183.75036755467067,183.76602230978403,181.73147637321196,183.7203001260477,19798096
2020-12-21,190.79215640215222,190.83663791636005,189.69393726940845,190.82989860713573,24696435
2020-12-22,194.8667640425952,195.15141910115062,194.30248828012273,194.50922633130472,45744325
2020-12-23,189.25274339254602,190.02433782706106,188.3903133784384,189.3626777224705,45359378
2020-12-24,188.0165657660169,188.31160904861918,186.8769888257049,187.91607113979015,22020996
2020-12-25,192.5613160047681,192.91091695156211,191.89487932907684,192.4375025599613,16725535
2020-12-28,190.006540219181,190.76118197083179,189.48429243945594,190.2607630181315,4893193
2020-12-29,192.46348909780215,194.1504775638623,192.00733185581754,192.08238138393676,32747976
2020-12-30,195.02503393006876,196.16353660352323,194.25280370453794,195.09330088297955,40236300
2020-12-31,191.91129521589366,192.6619735055863,192.06816808644757,192.20180638553697,32369938
2021-01-01,192.58286377737542,193.20632872016412,190.85955522360558,192.3764400698384,2255959
2021-01-04,181.22651257570936,182.18226626564388,180.8239763108816,181.55275124370647,30429221
2021-01-05,178.60764151884928,178.94763788106906,178.5315184756993,178.59757534609614,34099267
2021-01-06,178.17980456022914,179.12736777273886,178.11564261917025,178.18305426157687,7620090
2021-01-07,174.96461569047446,175.12405386757607,172.86356670982997,174.58545255290267,15012674
2021-01-08,180.2869389681155,180.73154618118136,178.86774494531682,180.11593753359406,30616451
2021-01-11,175.88464547541034,177.09476294206073,175.44880045240953,175.8934496316253,32284216
2021-01-12,175.18811546720286,175.9619149335104,173.59981271859766,174.9020574507149,28521892
2021-01-13,176.19570304278545,175.93668214056896,173.71161422378802,175.70716419063695,24782567
2021-01-14,180.8528867235593,180.9849004212297,180.28607365677243,180.65134835562105,19915637
2021-01-15,176.36949717379855,176.49228961806753,175.93248862208966,176.3658454766954,6023198
2021-01-18,179.94343771970338,182.0191056051619,179.90282060970532,180.41679228980368,10309239
2021-01-19,180.4119847439176,181.1665399819233,180.62041104332917,180.79712371734976,26451115
2021-01-20,177.8196922553478,178.84408014232866,177.8403716887634,177.92830848605578,45478936
2021-01-21,179.48465094629591,180.91911353139864,179.31198217552668,179.70371415940292,5784973
2021-01-22,180.55098790001546,181.99336024646695,178.33167605022302,180.61852886338525,2290906
2021-01-25,178.92996137349246,179.90504459875064,178.29954672407553,178.9096909323831,17578821
2021-01-26,179.53339850515476,179.90767589852433,179.2302588269271,179.34340470113105,48199651
2021-01-27,178.2508872107479,179.64315808217248,178.077713994556,178.27602369440328,2435367
2021-01-28,178.9557171757714,179.26071958169322,176.95205378470718,178.78176193363768,46664080
2021-01-29,181.04281478442007,182.56479771986022,180.4085915349102,181.01947253529815,37801281
2021-02-01,185.52372390707245,187.29944033127757,185.88423931448386,186.25962322375284,43209016
2021-02-02,181.80474754877375,183.27243822260766,180.33316497116098,182.14694168717895,13595379
2021-02-03,189.08624402991927,189.2881831777872,188.35386619161633,189.14074968653864,31449729
2021-02-04,182.01676240535627,182.95839742127058,181.95633463447513,182.45819985566357,6387059
2021-02-05,182.10787035051513,182.03515700104313,181.75591672419395,181.88962872259705,18823067
2021-02-08,184.27495224922367,184.1734349203576,182.94024884011782,183.71251607543482,26243818
2021-02-09,184.954968375836,185.53606213982783,184.31352924855656,184.50523249822123,30454330
2021-02-10,182.1919218185098,183.58981798639306,181.09169780132552,182.26973016749105,3664921
2021-02-11,181.9344588156737,181.7199410535953,180.91098235832789,181.39364232831923,29707349
2021-02-12,179.61975044855694,180.75692687546118,179.02105697926646,179.5663591005439,32008110
2021-02-15,177.30407992432774,177.79048658184632,177.35518978522055,177.4236940007109,13182338
2021-02-16,179.6622446892575,180.1170261167033,179.4999160044419,179.88292602115132,16429051
2021-02-17,180.65558821437762,181.63600916642983,180.3869553519184,180.76494004386385,38908921
2021-02-18,178.08353454157552,179.07482402258643,176.6392768338555,178.22189776010933,36513047
2021-02-19,180.8753956692536,181.1245763825888,179.85189257354565,180.81376847050117,16005252
2021-02-22,181.56763465594597,181.55349758216087,181.2801252733683,181.50934330024305,24279699
2021-02-23,183.8577675603956,183.88679722641027,182.58387039516558,183.85664749828834,35532966
2021-02-24,185.7910421017909,186.3328184537895,185.21654539445208,185.62882546329072,13856870
2021-02-25,182.9836625129314,182.7592570883164,181.54373323148533,182.54896003446908,25478732
2021-02-26,180.7542053501205,181.2452960470912,179.99073332462652,180.41158421836835,28535144
2021-03-01,182.01443866282455,183.36915244721212,181.32778254803935,182.55659449541128,46807416
2021-03-02,183.3508104350237,185.24608725242703,183.81091219516506,184.29214564655,27061492
2021-03-03,184.31224775999496,185.66667878369404,183.87841034412256,183.96847693790806,28845100
2021-03-04,183.62117272626443,184.98025323285904,182.03246969519535,184.1245245070736,2318155
2021-03-05,188.06605501749064,189.55849916810132,187.3142700301013,188.1506345234607,1984588
2021-03-08,185.52652388812922,186.56611417393458,185.42824385505162,185.96171634140808,39003831
2021-03-09,186.9630532623082,187.71757916113475,186.44187362731165,187.63929795076524,21779977
2021-03-10,187.03553051901366,188.1874133921288,185.62971088610922,186.83320408620614,1481632
2021-03-11,186.29447164394676,186.86943278961647,185.73980460123542,186.01204763226977,27475576
2021-03-12,189.4184828324973,190.58907641337257,189.4991572801931,189.63713839779805,8723047
2021-03-15,191.43918874718855,192.6358394079358,191.8455127934178,192.43641050351488,41095605
2021-03-16,195.06036585612688,195.3414058317875,195.13604913828974,195.2737002053807,25776015
2021-03-17,200.07760415891354,200.64239677201206,198.3329455256666,199.9209445052715,30196927
2021-03-18,199.50446661234955,200.27322215157133,199.40057875901314,200.09631612592497,39830252
2021-03-19,202.76618576368386,203.2458926404675,201.53548898426592,202.6918546392708,9918562
2021-03-22,201.7339801209491,202.01417606721324,201.62767830204606,201.74015734371122,25416514
2021-03-23,203.36990610725812,204.83423761429867,202.31697531106033,203.13455786196877,46993847
2021-03-24,202.96246916520448,204.2739312857391,202.5205915296642,202.91394011777317,25273412
2021-03-25,203.16154693888603,204.88039711327363,203.1367250222918,203.55769828664617,12401945
2021-03-26,206.55426638246806,206.91601063368722,205.5690116759465,206.06113262466928,6104138
2021-03-29,203.31862850283522,204.20823476452264,202.1067462831484,203.38311297895814,15886781
2021-03-30,211.41061726307024,212.63600437271407,211.28721768835547,211.4221628326669,10799796
2021-03-31,207.62402859236553,208.86387007244753,207.4292246104648,208.01229100494217,30227191
2021-04-01,203.7179430879628,205.46662413849012,200.91215836812418,203.89871244850124,1026505
2021-04-02,208.22083973905976,209.76071955798668,206.44881488798814,208.58996166746402,29872553
2021-04-05,211.95317990143337,212.99919284618514,210.8722780087337,212.02651820327844,49682099
